Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
56793220,Bet on It,Jodie Slaughter,"Slaughter, Jodie",,"=""1250821827""","=""9781250821829""",0,3.55,St. Martin's,Paperback,320,2022,2022,,2022/07/04,to-read,to-read (#59),to-read,,,,0,0
59410616,Circling Back To You,Julie Tieu,"Tieu, Julie",,"=""0063069849""","=""9780063069848""",0,3.25,Avon,Paperback,352,2022,2022,,2022/07/04,to-read,to-read (#58),to-read,,,,0,0
60382962,Good on Paper (-),Valerie Tejeda,"Tejeda, Valerie",,"=""1472294203""","=""9781472294203""",0,3.53,Headline Eternal,Paperback,304,2022,,,2022/07/04,to-read,to-read (#57),to-read,,,,0,0
58724897,The Sizzle Paradox,Lily Menon,"Menon, Lily",,"=""1250801230""","=""9781250801234""",0,3.18,St. Martin's Griffin,Paperback,304,2022,2022,,2022/07/04,to-read,to-read (#56),to-read,,,,0,0
59089883,A Thousand Miles,Bridget Morrissey,"Morrissey, Bridget",,"=""0593201175""","=""9780593201176""",0,3.56,Berkley,Paperback,368,2022,2022,,2022/07/04,to-read,to-read (#55),to-read,,,,0,0
59088370,On Rotation,Shirlene Obuobi,"Obuobi, Shirlene",,"=""0063209144""","=""9780063209145""",0,3.67,Avon,Hardcover,352,2022,2022,,2022/07/04,to-read,to-read (#54),to-read,,,,0,0
58724876,Fake It Till You Bake It,Jamie Wesley,"Wesley, Jamie",,"=""1250801850""","=""9781250801852""",0,3.60,Griffin,Paperback,336,2022,2022,,2022/07/04,to-read,to-read (#53),to-read,,,,0,0
59575950,"Thank You, Next",Andie J. Christopher,"Christopher, Andie J.",,"=""0593200063""","=""9780593200063""",0,3.10,Berkley,Paperback,304,2022,2022,,2022/07/04,to-read,to-read (#52),to-read,,,,0,0
59029665,How to Fake It in Hollywood,Ava Wilder,"Wilder, Ava",,"=""0593358953""","=""9780593358955""",0,3.69,Dell,Paperback,368,2022,2022,,2022/07/04,to-read,to-read (#51),to-read,,,,0,0
58230280,On Location,Sarah Echavarre Smith,"Smith, Sarah Echavarre",Sarah        Smith,"=""""","=""""",0,3.48,Berkley,Kindle Edition,349,2021,2021,,2022/07/04,to-read,to-read (#50),to-read,,,,0,0
55424906,"Here's to Us (What If It's Us, #2)",Becky Albertalli,"Albertalli, Becky",Adam Silvera,"=""0063071657""","=""9780063071650""",5,4.04,Quill Tree Books,ebook,448,2021,2021,2022/06/19,2022/06/16,,,read,Here's To Us feels like it actually happened. This book even more so than What If It's Us feels like friends telling you their actual story. It feels like how relationships happen in the world and how we often miss signals from others and how relationships come together in the ways that they do. I really loved this book and these characters feel more real than a lot of other books I've read. Highly recommend!,,,1,0
36341204,"What If It's Us (What If It's Us, #1)",Becky Albertalli,"Albertalli, Becky",Adam Silvera,"=""0062795252""","=""9780062795250""",5,3.83,HarperTeen,Hardcover,437,2018,2018,2022/06/16,2022/06/11,,,read,,,,1,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""""","=""""",5,4.15,Berkley,Hardcover,377,2022,2022,2022/06/11,2022/05/25,,,read,"I truly loved this book. And as this is the third book I've read by Emily Henry, I think she is now one of my favorite authors. As a woman who grew up knowing she always wanted to live in a city and has her entire adult life, this book has reasonated with me in a way that other books have not. I cannot wait to read what Henry writes next and this might be my next re-read book. So good!!!",,,1,0
54659771,"Neon Gods (Dark Olympus, #1)",Katee Robert,"Robert, Katee",,"=""1728231736""","=""9781728231730""",0,3.71,Sourcebooks Casablanca,Paperback,380,2021,2021,,2021/12/20,to-read,to-read (#49),to-read,,,,0,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",5,3.89,Berkley,Paperback,364,2021,2021,2022/06/02,2022/05/25,,,read,,,,1,0
55648824,Satisfaction Guaranteed,Karelia Stetz-Waters,"Stetz-Waters, Karelia",,"=""1538735520""","=""9781538735527""",3,3.86,Forever,Paperback,336,2021,2021,2022/05/27,2022/04/10,,,read,I honestly didn't know what to rate this book. There were things I really liked about it but I didn't feel any tension in this book. I did enjoy reading it but it felt like it was kinda of the same energy throughout the whole book. Yet I was still invested enough to finish the story. So maybe it's just a decent book. Not great but also not bad.,,,1,0
50225678,"Boyfriend Material (London Calling, #1)",Alexis  Hall,"Hall, Alexis",,"=""1728206146""","=""9781728206141""",4,4.03,Sourcebooks Casablanca,Paperback,425,2020,2020,2022/05/24,2022/01/01,,,read,,,,1,0
51824384,"Act Your Age, Eve Brown (The Brown Sisters, #3)",Talia Hibbert,"Hibbert, Talia",,"=""0062941283""","=""9780062941282""",5,4.12,Avon,ebook,400,2021,2021,2022/05/17,2022/05/15,,,read,,,,1,0
49976087,"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,"Hibbert, Talia",,"=""0062941259""","=""9780062941251""",5,4.03,Avon,ebook,400,2020,2020,2022/05/05,2021/12/20,,,read,I cannot remember the last time a book made me laugh this hard! I literally was crying with laughter. This book also made me cry during the vulnerable moments too. LOVED the main characters Dani and Zaf and this was even better than the first in the series!<br/>Highly recommend!,,,1,0
43884209,"Get a Life, Chloe Brown (The Brown Sisters, #1)",Talia Hibbert,"Hibbert, Talia",,"=""0062941208""","=""9780062941206""",5,3.82,Avon,Paperback,384,2019,2019,2022/05/02,2022/05/01,,,read,,,,1,0
60666420,Falling For Your Best Friend is Hard (Falling For You #1),S.C.   Jones,"Jones, S.C.",,"=""""","=""9798436672328""",0,3.62,Amazon,Paperback,337,2022,,,2022/05/02,to-read,to-read (#48),to-read,,,,0,0
54756850,"Delilah Green Doesn't Care (Bright Falls, #1)",Ashley Herring Blake,"Blake, Ashley Herring",,"=""0593336402""","=""9780593336403""",5,4.11,Berkley,Paperback,375,2022,2022,2022/04/30,2022/04/10,,,read,,,,1,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",5,4.02,Berkley,Paperback,400,2020,2020,2022/04/28,2022/03/30,,,read,Wow. This book lived up to the hype and definitely felt like a different kind of rom com. My spouse has a very similar feel to Gus and I was laughing and crying throughout this book. Highly recommend and now want to read everything else Emily Henry has written!,,,1,0
55297669,Love & Other Disasters,Anita Kelly,"Kelly, Anita",,"=""1538754851""","=""""",5,3.82,Forever,Kindle Edition,384,2022,2022,2022/04/21,2022/04/10,,,read,,,,1,0
53401676,Excuse Me While I Ugly Cry,Joya Goffney,"Goffney, Joya",,"=""0063024810""","=""9780063024816""",0,4.09,HarperTeen,ebook,368,2021,2021,,2022/04/20,to-read,to-read (#47),to-read,,,,0,0
60527571,"The Cursed And The Broken  (The Cursed Blood, #1)",Chloe Hodge,"Hodge, Chloe",,"=""""","=""""",0,3.90,,Hardcover,380,2022,2022,,2022/04/17,to-read,to-read (#46),to-read,,,,0,0
57007401,"Dating Dr. Dil (If Shakespeare Was an Auntie, #1)",Nisha Sharma,"Sharma, Nisha",,"=""0063001101""","=""9780063001107""",5,3.62,Avon,Paperback,364,2022,2022,2022/04/17,2022/03/30,,,read,,,,1,0
54189398,"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,"Armas, Elena",,"=""1668002531""","=""9781668002537""",5,3.85,Elena Armas,ebook,487,2021,2021,2022/04/14,2022/04/10,,,read,,,,1,0
53103895,One to Watch,Kate Stayman-London,"Stayman-London, Kate",,"=""0525510443""","=""9780525510444""",4,3.89,Dial Press,Paperback,417,2020,2020,2022/04/12,2022/04/10,,,read,,,,1,0
57127277,Kaikeyi,Vaishnavi Patel,"Patel, Vaishnavi",,"=""0759557330""","=""9780759557338""",0,4.20,Redhook,Hardcover,478,2022,2022,,2022/04/10,to-read,to-read (#45),to-read,,,,0,0
60395235,"Night and Day (Love New Zealand, #3)",Enni Amanda,"Amanda, Enni",,"=""""","=""""",5,4.36,Lumi Publishing,ebook,,2022,,2022/04/10,2022/04/10,,,read,"Sometimes a book comes out of nowhere and hits you right in the core. This book did that for me. I've been reading a lot of romance and rom com novels recently and they have started to feel the same. This one felt different.  There was magic between these characters, there was a story I haven't seen. There were places I've never been. I got completely lost in this one. I highly recommend this book, along with the playlist curated for it.<br/><br/>I received an advanced review copy for free and I am looking leaving this review voluntarily.  But I also loved it so much I'm purchasing my own copy so I can reread this amazing story.",,,1,0
58079450,"Count Your Lucky Stars (Written in the Stars, #3)",Alexandria Bellefleur,"Bellefleur, Alexandria",,"=""0063000881""","=""9780063000889""",0,3.98,Avon,Paperback,384,2022,2022,,2022/04/03,to-read,to-read (#44),to-read,,,,0,0
55004138,"Hang the Moon (Written in the Stars, #2)",Alexandria Bellefleur,"Bellefleur, Alexandria",,"=""0063000849""","=""9780063000841""",0,3.81,Avon,Paperback,384,2021,2021,,2022/04/03,to-read,to-read (#43),to-read,,,,0,0
51179990,"Written in the Stars (Written in the Stars, #1)",Alexandria Bellefleur,"Bellefleur, Alexandria",,"=""0063000806""","=""9780063000803""",4,3.88,Avon,Paperback,370,2020,2020,2022/04/03,2022/04/02,,,read,,,,1,0
31450852,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681195771""","=""9781681195773""",0,4.27,Bloomsbury USA Childrens,Hardcover,660,2017,2017,,2022/04/02,to-read,to-read (#42),to-read,,,,0,0
18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.27,Bloomsbury Childrens,ebook,448,2014,2014,,2022/04/02,to-read,to-read (#41),to-read,,,,0,0
33590260,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619636107""","=""9781619636101""",0,4.66,Bloomsbury YA,Hardcover,980,2018,2018,,2022/04/02,to-read,to-read (#40),to-read,,,,0,0
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.60,Bloomsbury Children's Books,Hardcover,689,2016,2016,,2022/04/02,to-read,to-read (#39),to-read,,,,0,0
18006496,Queen of Shadows (Throne of Glass #4),Sarah J. Maas,"Maas, Sarah J.",,"=""1619636042""","=""9781619636040""",0,4.58,Bloomsbury USA Childrens,Hardcover,648,2015,2015,,2022/04/02,to-read,to-read (#38),to-read,,,,0,0
20613470,Heir of Fire (Throne of Glass #3),Sarah J. Maas,"Maas, Sarah J.",,"=""1619630656""","=""9781619630659""",0,4.46,Bloomsbury YA,Hardcover,565,2014,2014,,2022/04/02,to-read,to-read (#37),to-read,,,,0,0
60437961,Latte for Leyla (Pier 3 Coffee #3),Melanie   Greene,"Greene, Melanie",,"=""""","=""9781941967294""",4,4.57,,ebook,,2022,,2022/03/31,2022/03/30,,,read,,,,1,0
58395050,"Yinka, Where Is Your Huzband?",Lizzie Damilola Blackburn,"Blackburn, Lizzie Damilola",,"=""0593299000""","=""9780593299005""",0,3.77,Pamela Dorman Books,Hardcover,384,2022,2022,,2022/03/30,to-read,to-read (#36),to-read,,,,0,0
50056075,"The Heart Principle (The Kiss Quotient, #3)",Helen Hoang,"Hoang, Helen",,"=""0451490843""","=""9780451490841""",4,3.96,Berkley,Paperback,339,2021,2021,2022/03/26,2022/03/25,,,read,,,,1,0
39338454,"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,"Hoang, Helen",,"=""0451490827""","=""9780451490827""",4,3.84,Berkley,Paperback,296,2019,2019,2022/03/23,2022/03/22,,,read,,,,1,0
36199084,"The Kiss Quotient (The Kiss Quotient, #1)",Helen Hoang,"Hoang, Helen",,"=""0451490819""","=""""",5,3.91,Berkley,Kindle Edition,323,2018,2018,2022/03/22,2022/03/21,,,read,,,,1,0
56898248,"The Charm Offensive (The Charm Offensive, #1)",Alison Cochrun,"Cochrun, Alison",,"=""1982170719""","=""9781982170714""",5,4.16,Atria,Paperback,354,2021,2021,2022/03/20,2022/03/17,,,read,"Queer representation? Check! <br/>Mental illness/health representation? Check!<br/>Neurodivergent representation? Check!<br/><br/>This book covered it all but not in the way to just hit on them, but more to make these real living characters. These characters feel so three dimensional, it's hard not to feel like you are friends with them by the end of the book. Super fast and fun read and really let's the audience feel seen. Thank you for this gem of a book!",,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.43,Atria Books,Hardcover,389,2017,2017,2022/03/17,2022/03/14,,,read,,,,1,0
49694080,Ties That Tether,Jane Igharo,"Igharo, Jane",,"=""0593101944""","=""9780593101940""",5,3.79,Berkley,Paperback,306,2020,2020,2022/03/14,2022/03/13,,,read,"If you love rom coms, you will love this book. If you want more diversity in your reading, you will love this book. If you love a quick read that will keep you up all night, with the ""will they? won't they?"", you will love this book. I loved this book. Does it have some troupes? Absolutely but it also leans into them and knows that they are there. It is just as much a story about family and immigration and forgiveness as it is about love. This is the perfect book to take on vacation and make you feel all of the feels. Even though I knew how some of it would go, I still cried. Excellent writing. ",,,1,0
57658071,"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,"Asher, Lauren",,"=""""","=""""",0,3.88,,Kindle Edition,450,2021,2021,,2022/03/04,to-read,to-read (#35),to-read,,,,0,0
60215299,The Immortality Trials (The Immortality Trials Trilogy #1),Madison   Nicole,"Nicole, Madison",,"=""""","=""""",5,4.02,,Kindle Edition,465,2022,,2022/03/03,2022/02/22,,,read,"Wow! I will first be upfront that I received an ARC of this book this week when I came across Madison's TikTok. <br/><br/>Let me say that this book was incredible and everything I wanted out of an urban fantasy novel. Think Triwizard Tournament meets Hunger Games meets the second half of ACOTAR. Add in found family, strong world building, and a story that sucks you in and keeps you up late reading and truly feels like a new adult novel. I mean, what more could I have possibly want in a book?!<br/><br/>I can't wait to see what comes next from Madison Nicole and if this is her debut novel, then I think she is one to watch!<br/><br/>So highly recommend! Go pre-order this book! I honestly believe you will love it!",,,1,0
54841240,Deep in Providence,Riss M. Neilson,"Neilson, Riss M.",,"=""""","=""""",0,3.96,Henry Holt,Hardcover,480,2022,2022,,2022/03/01,to-read,to-read (#34),to-read,,,,0,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",2,4.20,Atria Books,Kindle Edition,386,2016,2016,2021/12/30,2021/12/20,,,read,"Read the content warnings for this book before reading.<br/><br/>I'm going to be honest here. This book was not for me. It felt like Hoover wrote down any and every traumatic thing she could think of and was like ""let's make these plot points!"" It honestly felt like she was trying to be shocking for the sake of being shocking. Maybe this book is for some people but it wasn't for me. I'm honestly not sure if I would read another Hoover book if they are all like this.",,,2,0
56474282,"Heartless Sky (Zodiac Academy, #7)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",5,4.29,Amazon Digital Services,Kindle Edition,716,2021,2021,2022/02/21,2022/02/17,,,read,,,,1,0
53535526,"Fated Throne (Zodiac Academy, #6)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",4,4.40,,Kindle Edition,823,2020,2020,2022/02/17,2022/02/12,,,read,,,,1,0
50391615,"Cursed Fates (Zodiac Academy, #5)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",4,4.36,,Kindle Edition,886,2020,2021,2022/02/12,2022/02/09,,,read,,,,1,0
53146871,"Shadow Princess (Zodiac Academy, #4)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",4,4.31,,Kindle Edition,724,2020,2020,2022/02/08,2022/02/06,,,read,,,,1,0
49551172,"The Reckoning (Zodiac Academy, #3)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",4,4.37,,Kindle Edition,561,2019,2019,2022/02/06,2022/02/04,,,read,,,,1,0
51966347,"Ruthless Fae (Zodiac Academy, #2)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",4,4.26,,Kindle Edition,475,2019,2019,2022/02/04,2022/02/02,,,read,,,,1,0
52346471,Firekeeper's Daughter,Angeline Boulley,"Boulley, Angeline",,"=""""","=""""",5,4.34,"Henry, Holt and Co. (BYR)",Hardcover,496,2021,2021,2022/01/30,2021/12/20,,,read,,,,1,0
46261182,"The Awakening (Zodiac Academy, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",3,3.90,Dark Ink Publishing,Kindle Edition,436,2019,2019,2022/02/02,2022/02/01,,,read,"Is this the best written series? No. Did I also stay up until 4am reading it? Yes! You will definitely get sucked into these and as long as you know going in that this will not be the best written series, I think you will have fun reading them too.",,,1,0
50158128,"Raybearer (Raybearer, #1)",Jordan Ifueko,"Ifueko, Jordan",,"=""1419739824""","=""9781419739828""",0,4.35,Amulet Books,Hardcover,343,2020,2020,,2022/01/26,to-read,to-read (#33),to-read,,,,0,0
50892338,"Legendborn (Legendborn, #1)",Tracy Deonn,"Deonn, Tracy",,"=""1534441603""","=""9781534441606""",0,4.37,Margaret K. McElderry Books,Hardcover,501,2020,2020,,2022/01/26,to-read,to-read (#32),to-read,,,,0,0
58293924,"Book of Night (Book of Night, #1)",Holly Black,"Black, Holly",,"=""1250812194""","=""9781250812193""",0,3.54,Tor Books,Hardcover,304,2022,2022,,2022/01/01,to-read,to-read (#24),to-read,,,,0,0
57973453,Not Book Club Material,Aaron Zevy,"Zevy, Aaron",,"=""""","=""""",0,4.04,,Kindle Edition,154,2021,2021,,2022/01/24,to-read,to-read (#31),to-read,,,,0,0
58375739,Will,Will  Smith,"Smith, Will",Mark Manson,"=""1984877925""","=""9781984877925""",0,4.27,Penguin Press,Hardcover,418,2021,2021,,2022/01/24,to-read,to-read (#30),to-read,,,,0,0
36896898,Spinning Silver,Naomi Novik,"Novik, Naomi",,"=""""","=""""",0,4.20,Del Rey,Kindle Edition,465,2018,2018,,2022/01/24,to-read,to-read (#29),to-read,,,,0,0
54860443,One Last Stop,Casey McQuiston,"McQuiston, Casey",,"=""1250244498""","=""9781250244499""",5,3.94,Griffin,Paperback,418,2021,2021,2022/01/24,2022/01/24,,,read,"Loved this book. I had already read Red, White, and Royal Blue so I was excited to read this. Honestly, I love this book way more! I love the added genre on top of romance (won't spoil it for you). The queer history in the book is well done and really felt like a lovely way of honoring our queer siblings who came before us. Highly recommend!",,,1,0
44084762,"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,"Gong, Chloe",,"=""1529344565""","=""9781529344561""",4,4.34,Hodder & Stoughton,Hardcover,494,2021,2021,2022/01/20,2022/01/01,,,read,,,,1,0
58064046,Gallant,V.E. Schwab,"Schwab, V.E.",Manuel Sumberac,"=""0062835777""","=""9780062835772""",0,3.73,Greenwillow Books,Hardcover,338,2022,2022,,2022/01/18,to-read,to-read (#28),to-read,,,,0,0
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,"=""1534457690""","=""9781534457690""",4,3.87,Margaret K. McElderry Books,Hardcover,449,2020,2020,2022/01/15,2022/01/01,,,read,,,,1,0
40275288,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha    Shannon,"Shannon, Samantha",,"=""""","=""""",0,4.21,Bloomsbury Publishing,Kindle Edition,848,2019,2019,,2021/12/20,to-read,to-read (#27),to-read,,,,0,0
53138095,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119628X""","=""9781681196282""",4,4.46,Bloomsbury Publishing,Hardcover,757,2021,2021,2021/12/25,2021/12/20,,,read,,,,1,0
54110456,"The Scratch Daughters (Scapegracers, #2)",H.A. Clarke,"Clarke, H.A.",,"=""1645660176""","=""9781645660170""",0,4.48,Erewhon,Hardcover,424,2022,2022,,2022/01/01,to-read,to-read (#26),to-read,,,,0,0
58438576,Tell Me an Ending,Jo Harkin,"Harkin, Jo",,"=""1982164328""","=""9781982164324""",0,3.64,Scribner,Hardcover,448,2022,2022,,2022/01/01,to-read,to-read (#25),to-read,,,,0,0
57789637,"Daughter of the Moon Goddess (The Celestial Kingdom Duology, #1)",Sue Lynn Tan,"Tan, Sue Lynn",Kuri Huang,"=""0063031302""","=""9780063031302""",0,4.13,Harper Voyager,Hardcover,503,2022,2022,,2022/01/01,to-read,to-read (#23),to-read,,,,0,0
31076583,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119631X""","=""9781681196312""",4,3.78,Bloomsbury YA,Hardcover,229,2018,2018,2021/12/21,2021/12/20,,,read,,,,1,0
25489134,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,"=""1101885939""","=""9781101885932""",0,4.10,Del Rey,Hardcover,319,2017,2017,,2021/12/20,to-read,to-read (#22),to-read,,,,0,0
29749098,Catwoman: Soulstealer,Sarah J. Maas,"Maas, Sarah J.",,"=""0399549692""","=""9780399549694""",0,4.08,Random House Books for Young Readers,Hardcover,384,2018,2018,,2021/12/20,to-read,to-read (#21),to-read,,,,0,0
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""0593128486""","=""9780593128480""",0,3.98,Del Rey,Hardcover,336,2020,2020,,2021/12/20,to-read,to-read (#20),to-read,,,,0,0
35155381,"Song of the Forever Rains (Mousai, #1)",E.J. Mellow,"Mellow, E.J.",,"=""1542026059""","=""""",0,3.96,Montlake,Kindle Edition,423,2021,2021,,2021/12/20,to-read,to-read (#19),to-read,,,,0,0
20820994,I'll Give You the Sun,Jandy Nelson,"Nelson, Jandy",,"=""0803734964""","=""9780803734968""",0,4.16,Dial Books,Hardcover,371,2014,2014,,2021/12/20,to-read,to-read (#18),to-read,,,,0,0
56860834,"Dance of a Burning Sea (Mousai, #2)",E.J. Mellow,"Mellow, E.J.",,"=""1542026083""","=""9781542026086""",0,4.29,Montlake,Paperback,511,2021,2021,,2021/12/20,to-read,to-read (#17),to-read,,,,0,0
55566545,"Payback's a Witch (The Witches of Thistle Grove, #1)",Lana Harper,"Harper, Lana",,"=""0593336062""","=""9780593336069""",0,3.62,Berkley,Paperback,352,2021,2021,,2021/12/20,to-read,to-read (#16),to-read,,,,0,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.48,Tor Books,Hardcover,537,2006,2006,,2021/12/20,to-read,to-read (#15),to-read,,,,0,0
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743564""","=""9780385743563""",0,4.14,Delacorte Press,Hardcover,386,2013,2013,,2021/12/20,to-read,to-read (#14),to-read,,,,0,0
53205888,Under the Whispering Door,T.J. Klune,"Klune, T.J.",,"=""1250217342""","=""9781250217349""",0,4.16,Tor Books,Hardcover,384,2021,2021,,2021/12/20,to-read,to-read (#13),to-read,,,,0,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,"=""0765376458""","=""9780765376459""",0,4.06,Tor,Hardcover,400,2015,2015,,2021/12/20,to-read,to-read (#12),to-read,,,,0,0
48727813,"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,"Parker-Chan, Shelley",,"=""""","=""""",0,3.88,Tor Books,Kindle Edition,416,2021,2021,,2021/12/20,to-read,to-read (#11),to-read,,,,0,0
49504061,The Once and Future Witches,Alix E. Harrow,"Harrow, Alix E.",,"=""0316422045""","=""9780316422048""",0,4.05,Redhook,Hardcover,517,2020,2020,,2021/12/20,to-read,to-read (#10),to-read,,,,0,0
53438195,The Witch's Heart,Genevieve Gornichec,"Gornichec, Genevieve",,"=""059309994X""","=""9780593099940""",0,4.06,Ace,Hardcover,359,2021,2021,,2021/12/20,to-read,to-read (#9),to-read,,,,0,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.34,Ecco,Paperback,408,2012,2011,,2021/12/20,to-read,to-read (#8),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.24,"Little, Brown and Company",Hardcover,393,2018,2018,,2021/12/20,to-read,to-read (#7),to-read,,,,0,0
53288434,The Lost Apothecary,Sarah Penner,"Penner, Sarah",,"=""0778311015""","=""9780778311010""",0,3.75,Park Row,Hardcover,301,2021,2021,,2021/12/20,to-read,to-read (#6),to-read,,,,0,0
35796008,"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,"Pearson, Mary E.",,"=""1250159016""","=""9781250159014""",0,4.16,Henry Holt and Co. (BYR),Hardcover,512,2018,2018,,2021/12/20,to-read,to-read (#5),to-read,,,,0,0
36307674,"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1510109188""","=""9781510109186""",0,4.37,Orion Children's Books,Paperback,592,2021,2021,,2021/12/20,to-read,to-read (#4),to-read,,,,0,0
36307634,"King of Scars (King of Scars, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.16,Imprint,Kindle Edition,527,2019,2019,,2021/12/20,to-read,to-read (#3),to-read,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.60,Orion Children's Books,Kindle Edition,561,2016,2016,,2021/12/20,to-read,to-read (#2),to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.49,Henry Holt & Company,Hardcover,465,2015,2015,,2021/12/20,to-read,to-read (#1),to-read,,,,0,0
43605068,No One Returns from the Enchanted Forest,Robin Robinson,"Robinson, Robin",,"=""""","=""""",4,3.98,First Second,Paperback,240,2021,2021,2021/12/20,2021/12/20,,,read,,,,1,0
43822757,"The Okay Witch (The Okay Witch, #1)",Emma Steinkellner,"Steinkellner, Emma",,"=""1534431454""","=""9781534431454""",4,4.17,Aladdin,Paperback,272,2019,2019,2021/12/20,2021/12/20,,,read,,,,1,0
53287484,"Midnight Sun (The Twilight Saga, #5)",Stephenie Meyer,"Meyer, Stephenie",,"=""031670704X""","=""9780316707046""",3,3.73,"Little, Brown Books for Young Readers",Hardcover,756,2020,2020,2020/01/01,2021/12/20,,,read,,,,1,0
28110852,The Girl Who Drank the Moon,Kelly Barnhill,"Barnhill, Kelly",,"=""1616205679""","=""9781616205676""",5,4.12,Algonquin Young Readers,Hardcover,388,2016,2016,2020/01/01,2021/12/20,,,read,,,,1,0
22544764,Uprooted,Naomi Novik,"Novik, Naomi",,"=""0804179034""","=""9780804179034""",5,4.04,Del Rey,Hardcover,438,2015,2015,2019/01/01,2021/12/20,,,read,,,,1,0
58517502,"Believe Me (Shatter Me, #6.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0063228319""","=""9780063228313""",4,4.17,HarperCollins,Paperback,177,2021,2021,2021/12/20,2021/12/20,,,read,,,,1,0
43514655,"Reveal Me (Shatter Me, #5.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",4,3.98,HarperCollins,Kindle Edition,112,2019,2019,2021/12/20,2021/12/20,,,read,,,,1,0
40863452,"Shadow Me (Shatter Me, #4.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062906267""","=""9780062906267""",4,4.02,HarperCollins,ebook,112,2019,2019,2021/12/20,2021/12/20,,,read,,,,1,0
44054122,"Imagine Me (Shatter Me, #6)",Tahereh Mafi,"Mafi, Tahereh",,"=""006267644X""","=""9780062676443""",4,3.99,HarperCollins,ebook,450,2020,2020,2021/12/20,2021/12/20,,,read,,,,1,0
