Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17331518,"Fracture Me (Shatter Me, #2.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062284835""","=""9780062284839""",4,3.37,HarperCollins,ebook,72,2013,2013,2021/12/20,2021/12/20,,,read,,,,1,0
34992959,"Defy Me (Shatter Me, #5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062676393""","=""9780062676399""",4,4.29,HarperTeen,Hardcover,357,2019,2019,2021/12/20,2021/12/20,,,read,,,,1,0
34992929,"Restore Me (Shatter Me, #4)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062676369""","=""9780062676368""",4,4.17,HarperCollins,Hardcover,435,2018,2018,2021/12/20,2021/12/20,,,read,,,,1,0
13623150,"Destroy Me (Shatter Me, #1.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062208195""","=""9780062208194""",4,4.02,Harper,ebook,111,2012,2012,2021/12/20,2021/12/20,,,read,,,,1,0
13188676,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",4,4.47,HarperCollins ,Kindle Edition,421,2014,2014,2021/12/20,2021/12/20,,,read,,,,1,0
13104080,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085530""","=""9780062085535""",4,4.15,HarperCollins ,Hardcover,461,2013,2013,2021/12/20,2021/12/20,,,read,,,,1,0
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085484""","=""9780062085481""",4,3.87,Harper,Hardcover,338,2011,2011,2021/12/20,2021/12/20,,,read,,,,1,0
41951615,"The Empire of Dreams (Fire and Thorns, #4)",Rae Carson,"Carson, Rae",,"=""0062691929""","=""9780062691927""",5,4.13,Greenwillow Books,ebook,448,2020,2020,2021/12/20,2021/12/20,,,read,,,,1,0
11431896,"The Bitter Kingdom (Fire and Thorns, #3)",Rae Carson,"Carson, Rae",,"=""0062026542""","=""9780062026545""",5,4.20,Greenwillow Books,Hardcover,433,2013,2013,2021/12/20,2021/12/20,,,read,,,,1,0
10816908,"The Crown of Embers (Fire and Thorns, #2)",Rae Carson,"Carson, Rae",,"=""0062026518""","=""9780062026514""",5,4.17,Greenwillow Books,Hardcover,410,2012,2012,2021/12/20,2021/12/20,,,read,,,,1,0
10429092,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,"Carson, Rae",,"=""0062026488""","=""9780062026484""",5,3.78,Greenwillow,Hardcover,423,2011,2011,2021/12/20,2021/12/20,,,read,,,,1,0
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",2,4.00,Henry Holt and Company,Hardcover,350,2014,2014,2021/12/20,2021/12/20,,,read,,,,1,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",2,3.82,Henry Holt and Company,Hardcover,435,2013,2013,2021/12/20,2021/12/20,,,read,,,,1,0
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",3,3.94,Henry Holt & Company,Hardcover,358,2012,2012,2021/12/20,2021/12/20,,,read,,,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""0765387565""","=""9780765387561""",3,4.20,Tor Books,Hardcover,448,2020,2020,2021/12/20,2021/12/20,,,read,,,,1,0
45047384,"The House in the Cerulean Sea (The House in the Cerulean Sea, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",5,4.42,Tor Books,Kindle Edition,394,2020,2020,2021/12/20,2021/12/20,,,read,,,,1,0
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""""","=""""",4,4.10,St. Martin's Griffin,Paperback,423,2019,2019,2021/12/20,2021/12/20,,,read,,,,1,0
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408857901""","=""9781408857908""",5,4.46,Bloomsbury Publishing,Paperback,705,2017,2017,2021/12/20,2021/12/20,,,read,,,,1,0
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.64,Bloomsbury USA Childrens,Kindle Edition,626,2016,2016,2021/12/20,2021/12/20,,,read,,,,1,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",5,4.20,Bloomsbury USA Childrens,Hardcover,432,2015,2015,2021/12/20,2021/12/20,,,read,,,,1,0
